,trajectory,DG,next step rate,step name
0,..........+..........,0.0,3.124402e+06,off_nucleation-0
1,(.........+.......)..,-0.2196709566059385,3.277737e+08,off_nucleation-25
2,..........+..........,0.0,3.124402e+06,off_nucleation-3
3,......(...+.)........,-0.4860420673588002,2.090752e+08,off_nucleation-65
4,..........+..........,0.0,2.499522e+06,on_nucleation-13
5,...(......+......)...,-0.4860420673588002,2.090752e+08,on_nucleation-210
6,..........+..........,0.0,3.124402e+06,off_nucleation-9
7,.........(+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-117
8,..........+..........,0.0,3.124402e+06,off_nucleation-4
9,.......(..+).........,-0.2196709566059385,3.277737e+08,off_nucleation-70
10,..........+..........,0.0,2.499522e+06,on_nucleation-18
11,........(.+.)........,-0.4860420673588002,2.090752e+08,on_nucleation-300
12,..........+..........,0.0,2.499522e+06,on_nucleation-17
13,.......(..+..).......,-0.2196709566059385,3.277737e+08,on_nucleation-290
14,..........+..........,0.0,3.124402e+06,off_nucleation-4
15,.......(..+).........,-0.2196709566059385,3.277737e+08,off_nucleation-70
16,..........+..........,0.0,3.124402e+06,off_nucleation-2
17,.....(....+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-55
18,..........+..........,0.0,2.499522e+06,on_nucleation-17
19,.......(..+..).......,-0.2196709566059385,3.277737e+08,on_nucleation-290
20,..........+..........,0.0,3.124402e+06,off_nucleation-9
21,.........(+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-117
22,..........+..........,0.0,2.499522e+06,on_nucleation-13
23,...(......+......)...,-0.4860420673588002,2.090752e+08,on_nucleation-210
24,..........+..........,0.0,3.124402e+06,off_nucleation-4
25,.......(..+).........,-0.2196709566059385,3.277737e+08,off_nucleation-70
26,..........+..........,0.0,3.124402e+06,off_nucleation-1
27,....(.....+...)......,-0.4860420673588002,2.090752e+08,off_nucleation-39
28,..........+..........,0.0,3.124402e+06,off_nucleation-1
29,....(.....+...)......,-0.4860420673588002,2.090752e+08,off_nucleation-39
30,..........+..........,0.0,2.499522e+06,on_nucleation-17
31,.......(..+..).......,-0.2196709566059385,3.277737e+08,on_nucleation-290
32,..........+..........,0.0,2.499522e+06,on_nucleation-18
33,........(.+.)........,-0.4860420673588002,2.090752e+08,on_nucleation-300
34,..........+..........,0.0,2.499522e+06,on_nucleation-12
35,..(.......+.......)..,-0.2196709566059385,3.277737e+08,on_nucleation-180
36,..........+..........,0.0,3.124402e+06,off_nucleation-1
37,....(.....+...)......,-0.4860420673588002,2.090752e+08,off_nucleation-39
38,..........+..........,0.0,2.499522e+06,on_nucleation-14
39,....(.....+.....)....,-0.4860420673588002,2.000000e+07,zipping-235
40,....((....+....))....,-2.0756277517050843,2.000000e+07,zipping-238
41,...(((....+....)))...,-4.153964040597557,2.000000e+07,zipping-216
42,..((((....+....))))..,-5.730067538904827,2.000000e+07,zipping-190
43,.(((((....+....))))).,-6.997035135229186,2.000000e+07,zipping-160
44,((((((....+....)))))),-8.264002731553546,2.000000e+07,zipping-133
45,(((((((...+...))))))),-10.10647734061368,2.000000e+07,zipping-136
46,((((((((..+..)))))))),-11.696063024959964,2.000000e+07,zipping-139
47,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
48,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
49,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
50,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
51,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
52,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
53,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
54,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
55,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
56,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-172
57,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
58,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
59,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
60,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
61,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
62,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
63,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
64,.((((((((.+.)))))))).,-12.271570037695735,8.919652e+05,zipping-171
65,.(((((((..+..))))))).,-10.429095428635604,2.000000e+07,zipping-168
66,((((((((..+..)))))))),-11.696063024959964,2.000000e+07,zipping-139
67,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
68,((((((((((+)))))))))),-15.128123318366379,1.488311e+03,sliding-20
69,....((((..+))))......,-5.5076880451115,1.679757e+10,sliding-51
70,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
71,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
72,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
73,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
74,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
75,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
76,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
77,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
78,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
79,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
80,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
81,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
82,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
83,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
84,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
85,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
86,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
87,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
88,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
89,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
90,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-173
91,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
92,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
93,.(((((((((+))))))))).,-13.86115572204202,1.366897e+06,zipping-175
94,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-172
95,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
96,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
97,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
98,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
99,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
100,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
101,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
102,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
103,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
104,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
105,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
106,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
107,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
108,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
109,.(((((((((+))))))))).,,,
