,trajectory,DG,next step rate,step name
0,..........+..........,0.0,2.499522e+06,on_nucleation-14
1,....(.....+.....)....,-0.4860420673588002,2.090752e+08,on_nucleation-236
2,..........+..........,0.0,3.124402e+06,off_nucleation-7
3,.......(..+....).....,-0.2196709566059385,3.277737e+08,off_nucleation-102
4,..........+..........,0.0,3.124402e+06,off_nucleation-2
5,.....(....+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-55
6,..........+..........,0.0,3.124402e+06,off_nucleation-7
7,.......(..+....).....,-0.2196709566059385,3.277737e+08,off_nucleation-102
8,..........+..........,0.0,3.124402e+06,off_nucleation-5
9,..(.......+.........),-0.2196709566059385,3.277737e+08,off_nucleation-72
10,..........+..........,0.0,2.499522e+06,on_nucleation-11
11,.(........+........).,-0.2196709566059385,3.277737e+08,on_nucleation-146
12,..........+..........,0.0,3.124402e+06,off_nucleation-0
13,(.........+.......)..,-0.2196709566059385,3.277737e+08,off_nucleation-25
14,..........+..........,0.0,2.499522e+06,on_nucleation-17
15,.......(..+..).......,-0.2196709566059385,3.277737e+08,on_nucleation-290
16,..........+..........,0.0,3.124402e+06,off_nucleation-9
17,.........(+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-117
18,..........+..........,0.0,3.124402e+06,off_nucleation-2
19,.....(....+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-55
20,..........+..........,0.0,2.499522e+06,on_nucleation-12
21,..(.......+.......)..,-0.2196709566059385,3.277737e+08,on_nucleation-180
22,..........+..........,0.0,3.124402e+06,off_nucleation-7
23,.......(..+....).....,-0.2196709566059385,3.277737e+08,off_nucleation-102
24,..........+..........,0.0,3.124402e+06,off_nucleation-1
25,....(.....+...)......,-0.4860420673588002,2.090752e+08,off_nucleation-39
26,..........+..........,0.0,3.124402e+06,off_nucleation-9
27,.........(+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-117
28,..........+..........,0.0,2.499522e+06,on_nucleation-15
29,.....(....+....).....,-0.2196709566059385,2.000000e+07,zipping-257
30,.....((...+...)).....,-2.062145565666071,1.398361e+06,zipping-262
31,......(...+...)......,-0.4860420673588002,2.090752e+08,on_nucleation-276
