,trajectory,DG,next step rate,step name
0,..........+..........,0.0,2.499522e+06,on_nucleation-13
1,...(......+......)...,-0.4860420673588002,2.000000e+07,zipping-209
2,...((.....+.....))...,-2.564378356251272,2.000000e+07,zipping-213
3,...(((....+....)))...,-4.153964040597557,2.000000e+07,zipping-216
4,..((((....+....))))..,-5.730067538904827,2.000000e+07,zipping-190
5,.(((((....+....))))).,-6.997035135229186,2.356356e+06,zipping-162
6,..((((....+....))))..,-5.730067538904827,1.366897e+06,zipping-189
7,..(((.....+.....)))..,-4.1404818545585425,2.000000e+07,zipping-186
8,.((((.....+.....)))).,-5.407449450882902,2.000000e+07,zipping-156
9,(((((.....+.....))))),-6.674417047207262,2.000000e+07,zipping-130
10,((((((....+....)))))),-8.264002731553546,2.000000e+07,zipping-133
11,(((((((...+...))))))),-10.10647734061368,2.000000e+07,zipping-136
12,((((((((..+..)))))))),-11.696063024959964,2.000000e+07,zipping-139
13,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
14,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-172
15,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
16,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
17,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
18,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
19,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
20,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
21,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
22,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
23,(((((((((.+.))))))))),-13.538537634020095,8.919652e+05,zipping-141
24,((((((((..+..)))))))),-11.696063024959964,2.000000e+07,zipping-139
25,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
26,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
27,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
28,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
29,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
30,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
31,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
32,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
33,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
34,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
35,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
36,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
37,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
38,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
39,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
40,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
41,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
42,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
43,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
44,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
45,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
46,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
47,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
48,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
49,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
50,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
51,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
52,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
53,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
54,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
55,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
56,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
57,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
58,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
59,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
60,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
