,trajectory,DG,next step rate,step name
0,..........+..........,0.0,2.499522e+06,on_nucleation-19
1,.........(+).........,-0.2196709566059385,3.277737e+08,on_nucleation-305
2,..........+..........,0.0,2.499522e+06,on_nucleation-10
3,(.........+.........),-0.2196709566059385,3.277737e+08,on_nucleation-119
4,..........+..........,0.0,3.124402e+06,off_nucleation-3
5,......(...+.)........,-0.4860420673588002,2.090752e+08,off_nucleation-65
6,..........+..........,0.0,2.499522e+06,on_nucleation-13
7,...(......+......)...,-0.4860420673588002,2.090752e+08,on_nucleation-210
8,..........+..........,0.0,2.499522e+06,on_nucleation-14
9,....(.....+.....)....,-0.4860420673588002,2.090752e+08,on_nucleation-236
10,..........+..........,0.0,2.499522e+06,on_nucleation-15
11,.....(....+....).....,-0.2196709566059385,2.000000e+07,zipping-256
12,....((....+....))....,-2.0756277517050843,2.000000e+07,zipping-238
13,...(((....+....)))...,-4.153964040597557,2.000000e+07,zipping-217
14,...((((...+...))))...,-5.996438649657689,2.000000e+07,zipping-221
15,...(((((..+..)))))...,-7.586024334003973,2.000000e+07,zipping-224
16,..((((((..+..))))))..,-9.162127832311244,2.000000e+07,zipping-199
17,..(((((((.+.)))))))..,-11.004602441371375,2.000000e+07,zipping-202
18,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-173
19,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
20,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
21,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
22,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
23,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
24,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
25,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
26,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
27,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
28,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
29,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
30,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
31,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
32,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
33,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
34,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
35,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
36,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
37,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
38,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
39,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
40,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
41,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
42,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
43,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
44,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
45,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
46,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
47,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
48,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
49,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
50,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
51,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
52,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
53,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
54,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
55,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
56,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
57,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
58,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-173
59,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
60,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
61,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
62,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
63,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
64,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
65,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
66,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
67,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
68,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
69,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
70,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
71,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
72,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
73,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
74,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
75,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
76,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-173
77,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
78,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
79,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
80,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
81,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
82,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
83,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
84,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
85,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
86,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
