,trajectory,DG,next step rate,step name
0,..........+..........,0.0,2.499522e+06,on_nucleation-18
1,........(.+.)........,-0.4860420673588002,2.090752e+08,on_nucleation-300
2,..........+..........,0.0,2.499522e+06,on_nucleation-12
3,..(.......+.......)..,-0.2196709566059385,3.277737e+08,on_nucleation-180
4,..........+..........,0.0,2.499522e+06,on_nucleation-11
5,.(........+........).,-0.2196709566059385,3.277737e+08,on_nucleation-146
6,..........+..........,0.0,2.499522e+06,on_nucleation-19
7,.........(+).........,-0.2196709566059385,3.277737e+08,on_nucleation-305
8,..........+..........,0.0,2.499522e+06,on_nucleation-14
9,....(.....+.....)....,-0.4860420673588002,2.090752e+08,on_nucleation-236
10,..........+..........,0.0,3.124402e+06,off_nucleation-2
11,.....(....+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-55
12,..........+..........,0.0,3.124402e+06,off_nucleation-1
13,....(.....+...)......,-0.4860420673588002,2.090752e+08,off_nucleation-39
14,..........+..........,0.0,2.499522e+06,on_nucleation-19
15,.........(+).........,-0.2196709566059385,3.277737e+08,on_nucleation-305
16,..........+..........,0.0,3.124402e+06,off_nucleation-9
17,.........(+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-117
18,..........+..........,0.0,3.124402e+06,off_nucleation-2
19,.....(....+..).......,-0.2196709566059385,3.277737e+08,off_nucleation-55
20,..........+..........,0.0,3.124402e+06,off_nucleation-4
21,.......(..+).........,-0.2196709566059385,3.277737e+08,off_nucleation-70
22,..........+..........,0.0,2.499522e+06,on_nucleation-18
23,........(.+.)........,-0.4860420673588002,2.000000e+07,zipping-298
24,.......((.+.)).......,-2.062145565666071,2.000000e+07,zipping-293
25,.......(((+))).......,-3.6517312500123555,2.000000e+07,zipping-296
26,......((((+))))......,-5.5076880451115,2.000000e+07,zipping-286
27,.....(((((+))))).....,-7.083791543418773,2.000000e+07,zipping-272
28,....((((((+))))))....,-8.939748338517918,2.000000e+07,zipping-254
29,...(((((((+)))))))...,-11.01808462741039,2.000000e+07,zipping-232
30,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
31,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
32,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
33,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
34,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
35,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
36,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
37,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
38,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
39,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
40,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
41,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
42,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
43,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
44,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
45,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
46,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
47,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
48,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
49,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
50,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
51,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
52,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
53,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
54,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
55,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
56,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
57,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
58,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
59,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
60,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
61,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
62,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
63,.(((((((((+))))))))).,-13.86115572204202,1.366897e+06,zipping-175
64,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-173
65,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
66,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
67,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
68,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
69,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
70,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
71,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
72,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
73,.(((((((((+))))))))).,-13.86115572204202,1.366897e+06,zipping-175
74,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-172
75,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
76,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-172
77,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
