,trajectory,DG,next step rate,step name
0,....+....,0.0,1.696104e+07,on_nucleation-3
1,...(+)...,-0.2196709566059385,1.170620e+07,on_nucleation-31
2,....+....,0.0,1.696104e+07,on_nucleation-1
3,.(..+..).,-0.2196709566059385,1.170620e+07,on_nucleation-16
4,....+....,0.0,1.696104e+07,on_nucleation-1
5,.(..+..).,-0.2196709566059385,1.170620e+07,on_nucleation-16
6,....+....,0.0,1.696104e+07,on_nucleation-1
7,.(..+..).,-0.2196709566059385,2.000000e+07,zipping-15
8,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-18
9,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
10,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
11,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
12,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
13,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
14,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
15,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-13
16,.((.+.)).,-1.4866385529302981,2.356356e+06,zipping-20
17,..(.+.)..,-0.2196709566059385,1.170620e+07,on_nucleation-26
18,....+....,0.0,1.696104e+07,on_nucleation-1
19,.(..+..).,-0.2196709566059385,1.170620e+07,on_nucleation-16
20,....+....,0.0,1.696104e+07,on_nucleation-1
21,.(..+..).,-0.2196709566059385,2.000000e+07,zipping-15
22,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
23,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
24,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
25,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
26,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
27,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
28,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-18
29,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-13
30,.((.+.)).,-1.4866385529302981,2.356356e+06,zipping-20
31,..(.+.)..,-0.2196709566059385,2.000000e+07,zipping-24
32,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-18
33,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
34,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
35,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
36,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
37,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
38,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
39,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
40,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
41,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-13
42,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
43,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
44,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
45,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
