,trajectory,DG,next step rate,step name
0,....+....,0.0,1.696104e+07,on_nucleation-1
1,.(..+..).,-0.2196709566059385,2.000000e+07,zipping-15
2,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-18
3,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
4,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
5,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
6,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
7,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
8,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
9,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
10,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
11,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
12,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
13,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
14,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
15,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
16,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
17,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
18,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
19,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
20,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
21,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
22,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
23,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
24,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
25,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-13
26,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
27,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
28,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
29,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
30,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
31,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
32,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
33,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
34,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
35,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
36,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
37,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
38,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
39,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
40,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
41,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
42,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
43,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
44,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
45,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
46,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
47,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
48,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
49,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
50,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
51,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
52,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
53,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
54,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
55,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
56,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
57,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
58,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
59,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
60,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
61,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
62,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
63,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
64,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
65,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
66,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
67,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
68,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
69,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
70,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
71,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
72,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
73,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
74,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
75,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
76,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
77,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
78,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
79,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
80,((((+)))),,,
