,trajectory,DG,next step rate,step name
0,....+....,0.0,1.696104e+07,on_nucleation-1
1,.(..+..).,-0.2196709566059385,2.000000e+07,zipping-15
2,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-18
3,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
4,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
5,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
6,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
7,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
8,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
9,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
10,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
11,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
12,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
13,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
14,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
15,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
16,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
17,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
18,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
19,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
20,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
21,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
22,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
23,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
24,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
25,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
26,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
27,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
28,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
29,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
30,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
31,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
32,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
33,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
34,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
35,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
36,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
37,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
38,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
39,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
40,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
41,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
42,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
43,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
44,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
45,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
46,((..+..)),-1.4866385529302981,2.356356e+06,zipping-8
47,(...+...),-0.2196709566059385,1.170620e+07,on_nucleation-7
48,....+....,0.0,1.696104e+07,on_nucleation-0
49,(...+...),-0.2196709566059385,1.170620e+07,on_nucleation-7
50,....+....,0.0,1.696104e+07,on_nucleation-1
51,.(..+..).,-0.2196709566059385,2.000000e+07,zipping-15
52,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
53,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
54,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
55,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
56,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
57,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-13
58,.((.+.)).,-1.4866385529302981,2.356356e+06,zipping-20
59,..(.+.)..,-0.2196709566059385,2.000000e+07,zipping-25
60,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
61,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
62,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
63,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
64,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
65,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
66,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
67,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
68,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
69,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
70,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
71,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
72,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
73,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
74,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
75,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
76,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
77,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
78,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
79,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
80,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
81,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
82,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
83,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
84,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
85,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
86,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
87,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
88,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
89,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
90,((((+)))),,,
