,trajectory,DG,next step rate,step name
0,....+....,0.0,1.696104e+07,on_nucleation-3
1,...(+)...,-0.2196709566059385,2.000000e+07,zipping-30
2,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
3,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
4,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
5,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
6,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
7,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
8,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
9,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
10,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
11,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
12,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
13,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
14,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
15,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
16,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
17,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
18,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
19,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
20,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
21,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
22,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
23,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
24,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
25,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
26,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
27,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
28,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
29,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
30,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
