,trajectory,DG,next step rate,step name
0,....+....,0.0,1.696104e+07,on_nucleation-2
1,..(.+.)..,-0.2196709566059385,2.000000e+07,zipping-25
2,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
3,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
4,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
5,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
6,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
7,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
8,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
9,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
10,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
11,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
12,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
13,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
14,..((+))..,-1.4866385529302981,2.356356e+06,zipping-29
15,...(+)...,-0.2196709566059385,1.170620e+07,on_nucleation-31
16,....+....,0.0,1.696104e+07,on_nucleation-1
17,.(..+..).,-0.2196709566059385,2.000000e+07,zipping-14
18,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
19,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
20,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
21,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
22,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
23,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
24,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
25,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
26,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
27,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
28,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
29,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
30,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
31,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
32,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
33,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
34,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
35,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
36,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
37,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
38,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
39,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
40,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
41,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
42,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
43,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
44,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
45,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
46,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
47,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
48,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
49,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
50,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
51,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
