,trajectory,DG,next step rate,step name
0,....+....,0.0,1.696104e+07,on_nucleation-2
1,..(.+.)..,-0.2196709566059385,1.170620e+07,on_nucleation-26
2,....+....,0.0,1.696104e+07,on_nucleation-3
3,...(+)...,-0.2196709566059385,2.000000e+07,zipping-30
4,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
5,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
6,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
7,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
8,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
9,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
10,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
11,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
12,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
13,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
14,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
15,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
16,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
17,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
18,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
19,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
20,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
21,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
22,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
23,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
24,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
25,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
26,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
27,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
28,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
29,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
30,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
31,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
32,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
33,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
34,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
35,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
36,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
37,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
38,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
39,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
40,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
41,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
42,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
43,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
44,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
45,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
46,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
47,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
48,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
49,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
50,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
51,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
52,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
