,trajectory,DG,next step rate,step name
0,....+....,0.0,1.696104e+07,on_nucleation-1
1,.(..+..).,-0.2196709566059385,2.000000e+07,zipping-14
2,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
3,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
4,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
5,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
6,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
7,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
8,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
9,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
10,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
11,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
12,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
13,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
14,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
15,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
16,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
17,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
18,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
19,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
20,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
21,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
22,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
23,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
24,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
25,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
26,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
27,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
28,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
29,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
30,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
31,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
32,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
33,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
34,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
35,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
36,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
37,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
38,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
39,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
40,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
41,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
42,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
43,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
44,((..+..)),-1.4866385529302981,2.000000e+07,zipping-9
45,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
46,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
47,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
48,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
49,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
50,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
51,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
52,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
53,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
54,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
55,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
56,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
57,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
58,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
59,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-23
60,..((+))..,-1.4866385529302981,2.356356e+06,zipping-29
61,...(+)...,-0.2196709566059385,1.170620e+07,on_nucleation-31
62,....+....,0.0,1.696104e+07,on_nucleation-1
63,.(..+..).,-0.2196709566059385,1.170620e+07,on_nucleation-16
64,....+....,0.0,1.696104e+07,on_nucleation-2
65,..(.+.)..,-0.2196709566059385,2.000000e+07,zipping-25
66,..((+))..,-1.4866385529302981,2.000000e+07,zipping-28
67,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
68,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
69,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
70,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
71,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
72,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-19
73,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
74,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-18
75,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
76,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
77,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
78,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
79,.(((+))).,-2.7536061492546575,2.000000e+07,zipping-22
80,((((+)))),-4.020573745579017,2.356356e+06,zipping-4
81,(((.+.))),-2.7536061492546575,2.000000e+07,zipping-12
82,((((+)))),-4.020573745579017,2.356356e+06,zipping-5
83,.(((+))).,-2.7536061492546575,2.356356e+06,zipping-21
84,.((.+.)).,-1.4866385529302981,2.000000e+07,zipping-18
85,(((.+.))),-2.7536061492546575,2.356356e+06,zipping-11
