,trajectory,next step rate,step name
0,..........+..........,6.784416e+07,f_nucleation1
1,..((((....+....))))..,2.000000e+09,f_zipping_14
2,.((((((...+...)))))).,2.556144e+06,b_zipping_23
3,((((((((..+..)))))))),2.000000e+09,f_zipping_23
4,.((((((...+...)))))).,2.556144e+06,b_zipping_23
5,((((((((..+..)))))))),2.000000e+09,f_zipping_22
6,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
7,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
8,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
9,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
10,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
11,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
12,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
13,((((((((((+)))))))))),1.234364e+08,b_zipping-end_26
14,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
15,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
16,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
17,((((((((((+)))))))))),1.234364e+08,b_zipping-end_26
18,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
19,((((((((((+)))))))))),1.234364e+08,b_zipping-end_26
20,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
21,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
22,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
23,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
24,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
25,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
26,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
27,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
28,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
29,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
30,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
31,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
32,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
33,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
34,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
35,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
36,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
37,((((((((((+)))))))))),2.765960e+08,b_zipping-end_24
38,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
39,((((((((((+)))))))))),1.234364e+08,b_zipping-end_26
40,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
41,((((((((((+)))))))))),2.119375e+08,b_zipping-end_30
