,trajectory,DG,next step rate,step name
0,..........+..........,0.0,2.499522e+06,on_nucleation-14
1,....(.....+.....)....,-0.4860420673588002,2.000000e+07,zipping-235
2,....((....+....))....,-2.0756277517050843,2.000000e+07,zipping-239
3,....(((...+...)))....,-3.9181023607652166,2.000000e+07,zipping-243
4,....((((..+..))))....,-5.5076880451115,2.000000e+07,zipping-247
5,....(((((.+.)))))....,-7.350162654171633,2.000000e+07,zipping-250
6,...((((((.+.))))))...,-9.428498943064106,5.990214e+05,zipping-230
7,....(((((.+.)))))....,-7.350162654171633,2.000000e+07,zipping-250
8,...((((((.+.))))))...,-9.428498943064106,2.000000e+07,zipping-229
9,...(((((((+)))))))...,-11.01808462741039,2.000000e+07,zipping-232
10,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
11,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
12,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
13,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
14,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
15,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
16,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
17,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
18,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
19,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
20,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
21,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
22,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
23,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
24,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
25,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
26,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
27,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
28,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
29,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
30,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
31,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
32,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
33,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
34,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
35,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
36,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
37,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
38,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
39,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
40,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
41,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
42,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
43,(((((((((.+.))))))))),-13.538537634020095,8.919652e+05,zipping-141
44,((((((((..+..)))))))),-11.696063024959964,2.000000e+07,zipping-139
45,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
46,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-173
47,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
48,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
49,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
50,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
51,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
52,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
53,.(((((((((+))))))))).,-13.86115572204202,1.366897e+06,zipping-175
54,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-173
55,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
56,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
57,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
58,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
59,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
60,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
61,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
62,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
63,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
64,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
65,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
66,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
67,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
68,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
69,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
70,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
71,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
72,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
73,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
74,((((((((((+)))))))))),,,
