,trajectory,DG,next step rate,step name
0,..........+..........,0.0,2.499522e+06,on_nucleation-15
1,.....(....+....).....,-0.2196709566059385,2.000000e+07,zipping-256
2,....((....+....))....,-2.0756277517050843,2.000000e+07,zipping-239
3,....(((...+...)))....,-3.9181023607652166,2.000000e+07,zipping-243
4,....((((..+..))))....,-5.5076880451115,2.000000e+07,zipping-246
5,...(((((..+..)))))...,-7.586024334003973,2.000000e+07,zipping-225
6,...((((((.+.))))))...,-9.428498943064106,2.000000e+07,zipping-229
7,...(((((((+)))))))...,-11.01808462741039,2.000000e+07,zipping-232
8,..((((((((+))))))))..,-12.59418812571766,1.366897e+06,zipping-205
9,..(((((((.+.)))))))..,-11.004602441371375,2.000000e+07,zipping-203
10,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
11,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
12,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
13,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
14,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
15,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
16,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
17,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
18,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
19,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
20,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
21,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
22,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
23,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
24,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-172
25,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
26,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
27,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
28,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
29,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
30,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
31,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
32,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
33,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
34,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
35,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
36,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
37,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
38,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
39,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
40,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
41,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
42,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
43,(((((((((.+.))))))))),-13.538537634020095,2.356356e+06,zipping-143
44,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-173
45,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
46,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
47,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
48,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
49,(((((((((.+.))))))))),-13.538537634020095,8.919652e+05,zipping-141
