,trajectory,DG,next step rate,step name
0,..........+..........,0.0,2.499522e+06,on_nucleation-16
1,......(...+...)......,-0.4860420673588002,2.000000e+07,zipping-275
2,......((..+..))......,-2.0756277517050843,2.000000e+07,zipping-278
3,.....(((..+..))).....,-3.6517312500123555,2.000000e+07,zipping-265
4,.....((((.+.)))).....,-5.494205859072489,2.000000e+07,zipping-268
5,....(((((.+.)))))....,-7.350162654171633,2.000000e+07,zipping-251
6,....((((((+))))))....,-8.939748338517918,2.000000e+07,zipping-254
7,...(((((((+)))))))...,-11.01808462741039,2.000000e+07,zipping-232
8,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
9,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
10,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
11,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
12,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
13,.(((((((((+))))))))).,-13.86115572204202,2.356356e+06,zipping-177
14,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
15,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
16,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
17,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
18,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
19,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
20,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
21,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
22,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
23,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
24,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
25,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
26,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
27,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
28,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
29,.(((((((((+))))))))).,-13.86115572204202,1.366897e+06,zipping-175
30,.((((((((.+.)))))))).,-12.271570037695735,2.000000e+07,zipping-173
31,.(((((((((+))))))))).,-13.86115572204202,1.366897e+06,zipping-175
32,.((((((((.+.)))))))).,-12.271570037695735,2.356356e+06,zipping-174
33,..(((((((.+.)))))))..,-11.004602441371375,2.000000e+07,zipping-203
34,..((((((((+))))))))..,-12.59418812571766,2.000000e+07,zipping-206
35,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
36,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
37,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
38,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
39,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
40,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
41,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
42,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
43,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
44,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
45,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
46,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
47,(((((((((.+.))))))))),-13.538537634020095,2.000000e+07,zipping-142
48,((((((((((+)))))))))),-15.128123318366379,2.356356e+06,zipping-23
49,.(((((((((+))))))))).,-13.86115572204202,2.000000e+07,zipping-176
50,((((((((((+)))))))))),-15.128123318366379,1.366897e+06,zipping-22
