,trajectory,next step rate,step name
0,..........+..........,1.583031e+08,f_nucleation9
1,..(...((((+..))))...),2.000000e+07,f_sliding-end_11
2,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
3,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
4,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
5,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
6,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
7,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
8,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
9,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
10,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
11,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
12,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
13,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
14,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
15,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
16,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
17,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
18,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
19,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
20,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
21,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
22,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
23,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
24,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
25,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
26,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
27,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
28,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
29,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
30,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
31,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
32,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
33,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
34,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
35,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
36,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
37,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
38,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
39,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
40,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
41,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
42,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
43,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
44,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
45,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
46,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
47,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
48,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
49,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
50,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
51,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
52,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
53,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
54,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
55,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
56,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
57,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
58,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
59,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
60,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
61,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
62,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
63,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
64,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
65,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
66,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
67,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
68,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
69,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
70,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
71,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
72,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
73,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
74,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
75,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
76,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
77,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
78,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
79,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
80,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
81,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
82,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
83,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
84,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
85,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
86,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
87,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
88,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
89,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
90,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
91,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
92,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
93,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
94,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
95,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
96,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
97,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
98,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
99,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
100,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
101,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
102,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
103,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
104,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
105,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
106,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
107,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
108,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
109,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
110,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
111,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
112,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
113,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
114,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
115,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
116,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
117,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
118,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
119,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
120,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
121,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
122,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
123,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
124,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
125,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
126,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
127,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
128,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
129,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
130,((((((((((+)))))))))),8.944760e+08,b_zipping-end_26
131,.((((((((.+.)))))))).,2.000000e+09,f_zipping-end_26
132,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
133,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
134,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
135,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
136,((((((((((+)))))))))),4.238299e+08,b_zipping-end_30
137,.(((((((((+))))))))).,2.000000e+09,f_zipping-end_30
138,((((((((((+)))))))))),1.002277e+09,b_zipping-end_24
139,(((((((((.+.))))))))),2.000000e+09,f_zipping-end_24
